PHD2 version 2.6.13
Log start 2026-02-01 22:00:00
Guiding Begins at 2026-02-01 22:00:02
Equipment Profile = "SCT-2032-sub-015"
Mount = "Mount"
Camera = "Simulator"
Guider = "Hysteresis"
Exposure = 1.0 s
Image scale = 0.35 arc-sec/px

Frame,Time,Mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
1,0.000,"Mount",-0.071,0.296,-0.071,0.296,0.000,0.296,0,,41,N,,,30000,28.00,0
2,1.000,"Mount",-0.002,0.595,-0.002,0.595,0.000,0.595,0,,83,N,,,30037,28.25,0
3,2.000,"Mount",0.208,0.572,0.208,0.572,0.208,0.572,24,E,80,N,,,30074,28.50,0
4,3.000,"Mount",0.198,0.701,0.198,0.701,0.000,0.701,0,,98,N,,,30111,28.75,0
5,4.000,"Mount",0.354,0.542,0.354,0.542,0.354,0.542,42,E,75,N,,,30148,28.99,0
6,5.000,"Mount",0.257,0.585,0.257,0.585,0.257,0.585,30,E,81,N,,,30185,29.24,0
7,6.000,"Mount",0.634,0.570,0.634,0.570,0.634,0.570,76,E,79,N,,,30222,29.48,0
8,7.000,"Mount",0.527,0.654,0.527,0.654,0.527,0.654,63,E,91,N,,,30259,29.71,0
9,8.000,"Mount",0.655,0.729,0.655,0.729,0.655,0.729,78,E,102,N,,,30296,29.95,0
10,9.000,"Mount",0.435,0.741,0.435,0.741,0.435,0.741,52,E,103,N,,,30333,30.17,0
11,10.000,"Mount",0.589,0.679,0.589,0.679,0.589,0.679,70,E,95,N,,,30370,30.40,0
12,11.000,"Mount",0.706,0.446,0.706,0.446,0.706,0.446,84,E,62,N,,,30407,30.61,0
13,12.000,"Mount",0.720,0.707,0.720,0.707,0.720,0.707,86,E,99,N,,,30444,30.82,0
14,13.000,"Mount",0.536,0.588,0.536,0.588,0.536,0.588,64,E,82,N,,,30481,31.03,0
15,14.000,"Mount",0.600,0.510,0.600,0.510,0.600,0.510,71,E,71,N,,,30518,31.22,0
16,15.000,"Mount",0.456,0.459,0.456,0.459,0.456,0.459,54,E,64,N,,,30555,31.41,0
17,16.000,"Mount",0.438,0.493,0.438,0.493,0.438,0.493,52,E,69,N,,,30592,31.59,0
18,17.000,"Mount",0.322,0.371,0.322,0.371,0.322,0.371,38,E,52,N,,,30629,31.76,0
19,18.000,"Mount",0.463,0.416,0.463,0.416,0.463,0.416,55,E,58,N,,,30666,31.92,0
20,19.000,"Mount",0.312,0.389,0.312,0.389,0.312,0.389,37,E,54,N,,,30703,32.07,0
21,20.000,"Mount",0.294,0.300,0.294,0.300,0.294,0.300,35,E,41,N,,,30740,32.21,0
22,21.000,"Mount",0.436,0.262,0.436,0.262,0.436,0.262,52,E,36,N,,,30777,32.34,0
23,22.000,"Mount",0.291,0.124,0.291,0.124,0.291,0.000,34,E,0,,,,30814,32.46,0
24,23.000,"Mount",0.404,-0.091,0.404,-0.091,0.404,0.000,48,E,0,,,,30851,32.56,0
25,24.000,"Mount",0.159,-0.059,0.159,-0.059,0.000,0.000,0,,0,,,,30888,32.66,0
26,25.000,"Mount",0.404,-0.125,0.404,-0.125,0.404,0.000,48,E,0,,,,30925,32.74,0
27,26.000,"Mount",0.516,0.048,0.516,0.048,0.516,0.000,61,E,0,,,,30962,32.82,0
28,27.000,"Mount",0.482,0.115,0.482,0.115,0.482,0.000,57,E,0,,,,30999,32.88,0
29,28.000,"Mount",0.454,-0.002,0.454,-0.002,0.454,0.000,54,E,0,,,,31036,32.93,0
30,29.000,"Mount",0.514,-0.165,0.514,-0.165,0.514,0.000,61,E,0,,,,31073,32.96,0
31,30.000,"Mount",0.280,-0.239,0.280,-0.239,0.280,-0.239,33,E,33,S,,,31110,32.99,0
32,31.000,"Mount",0.474,-0.184,0.474,-0.184,0.474,0.000,56,E,0,,,,31147,33.00,0
33,32.000,"Mount",0.862,-0.369,0.862,-0.369,0.862,-0.369,103,E,51,S,,,31184,33.00,0
34,33.000,"Mount",0.358,-0.482,0.358,-0.482,0.358,-0.482,42,E,67,S,,,31221,32.98,0
35,34.000,"Mount",0.712,-0.461,0.712,-0.461,0.712,-0.461,85,E,64,S,,,31258,32.96,0
36,35.000,"Mount",0.822,-0.290,0.822,-0.290,0.822,-0.290,98,E,40,S,,,31295,32.92,0
37,36.000,"Mount",0.563,-0.371,0.563,-0.371,0.563,-0.371,67,E,51,S,,,31332,32.87,0
38,37.000,"Mount",0.697,-0.569,0.697,-0.569,0.697,-0.569,83,E,79,S,,,31369,32.81,0
39,38.000,"Mount",0.759,-0.422,0.759,-0.422,0.759,-0.422,91,E,59,S,,,31406,32.73,0
40,39.000,"Mount",0.513,-0.322,0.513,-0.322,0.513,-0.322,61,E,45,S,,,31443,32.64,0
41,40.000,"Mount",0.788,-0.484,0.788,-0.484,0.788,-0.484,94,E,67,S,,,31480,32.55,0
42,41.000,"Mount",0.667,-0.360,0.667,-0.360,0.667,-0.360,80,E,50,S,,,31517,32.44,0
43,42.000,"Mount",0.307,-0.276,0.307,-0.276,0.307,-0.276,36,E,38,S,,,31554,32.32,0
44,43.000,"Mount",0.594,-0.530,0.594,-0.530,0.594,-0.530,71,E,74,S,,,31591,32.18,0
45,44.000,"Mount",0.395,-0.407,0.395,-0.407,0.395,-0.407,47,E,56,S,,,31628,32.04,0
46,45.000,"Mount",0.318,-0.399,0.318,-0.399,0.318,-0.399,38,E,55,S,,,31665,31.89,0
47,46.000,"Mount",0.229,-0.453,0.229,-0.453,0.229,-0.453,27,E,63,S,,,31702,31.73,0
48,47.000,"Mount",0.070,-0.282,0.070,-0.282,0.000,-0.282,0,,39,S,,,31739,31.56,0
49,48.000,"Mount",0.274,-0.478,0.274,-0.478,0.274,-0.478,32,E,66,S,,,31776,31.38,0
