PHD2 version 2.6.13
Log start 2026-02-01 22:00:00
Guiding Begins at 2026-02-01 22:00:02
Equipment Profile = "SCT-2032-sub-002"
Mount = "Mount"
Camera = "Simulator"
Guider = "Hysteresis"
Exposure = 1.0 s
Image scale = 0.35 arc-sec/px

Frame,Time,Mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
1,0.000,"Mount",0.112,0.477,0.112,0.477,0.000,0.477,0,,66,N,,,30000,28.00,0
2,1.000,"Mount",0.071,0.706,0.071,0.706,0.000,0.706,0,,98,N,,,30037,28.25,0
3,2.000,"Mount",0.040,0.559,0.040,0.559,0.000,0.559,0,,78,N,,,30074,28.50,0
4,3.000,"Mount",0.398,0.547,0.398,0.547,0.398,0.547,47,E,76,N,,,30111,28.75,0
5,4.000,"Mount",0.145,0.753,0.145,0.753,0.000,0.753,0,,105,N,,,30148,28.99,0
6,5.000,"Mount",0.351,0.578,0.351,0.578,0.351,0.578,42,E,80,N,,,30185,29.24,0
7,6.000,"Mount",0.463,0.565,0.463,0.565,0.463,0.565,55,E,79,N,,,30222,29.48,0
8,7.000,"Mount",0.420,0.670,0.420,0.670,0.420,0.670,50,E,93,N,,,30259,29.71,0
9,8.000,"Mount",0.500,0.675,0.500,0.675,0.500,0.675,60,E,94,N,,,30296,29.95,0
10,9.000,"Mount",0.642,0.668,0.642,0.668,0.642,0.668,76,E,93,N,,,30333,30.17,0
11,10.000,"Mount",0.591,0.559,0.591,0.559,0.591,0.559,70,E,78,N,,,30370,30.40,0
12,11.000,"Mount",0.837,0.568,0.837,0.568,0.837,0.568,100,E,79,N,,,30407,30.61,0
13,12.000,"Mount",0.557,0.552,0.557,0.552,0.557,0.552,66,E,77,N,,,30444,30.82,0
14,13.000,"Mount",0.558,0.660,0.558,0.660,0.558,0.660,66,E,92,N,,,30481,31.03,0
15,14.000,"Mount",0.686,0.479,0.686,0.479,0.686,0.479,82,E,67,N,,,30518,31.22,0
16,15.000,"Mount",0.643,0.491,0.643,0.491,0.643,0.491,77,E,68,N,,,30555,31.41,0
17,16.000,"Mount",0.653,0.467,0.653,0.467,0.653,0.467,78,E,65,N,,,30592,31.59,0
18,17.000,"Mount",0.429,0.436,0.429,0.436,0.429,0.436,51,E,61,N,,,30629,31.76,0
19,18.000,"Mount",0.509,0.401,0.509,0.401,0.509,0.401,61,E,56,N,,,30666,31.92,0
20,19.000,"Mount",0.277,0.341,0.277,0.341,0.277,0.341,33,E,47,N,,,30703,32.07,0
21,20.000,"Mount",0.345,0.348,0.345,0.348,0.345,0.348,41,E,48,N,,,30740,32.21,0
22,21.000,"Mount",0.290,0.115,0.290,0.115,0.290,0.000,34,E,0,,,,30777,32.34,0
23,22.000,"Mount",0.402,0.150,0.402,0.150,0.402,0.000,48,E,0,,,,30814,32.46,0
24,23.000,"Mount",0.486,0.222,0.486,0.222,0.486,0.222,58,E,31,N,,,30851,32.56,0
25,24.000,"Mount",0.327,0.104,0.327,0.104,0.327,0.000,39,E,0,,,,30888,32.66,0
26,25.000,"Mount",0.352,0.059,0.352,0.059,0.352,0.000,42,E,0,,,,30925,32.74,0
27,26.000,"Mount",0.494,-0.058,0.494,-0.058,0.494,0.000,59,E,0,,,,30962,32.82,0
28,27.000,"Mount",0.329,-0.096,0.329,-0.096,0.329,0.000,39,E,0,,,,30999,32.88,0
29,28.000,"Mount",0.589,-0.111,0.589,-0.111,0.589,0.000,70,E,0,,,,31036,32.93,0
30,29.000,"Mount",0.249,-0.031,0.249,-0.031,0.249,0.000,29,E,0,,,,31073,32.96,0
